,Edad,Trabajo,Estado Civil,Fomación,Impago,Prestamo hipotecario,Prestamo Personal,Canal de contacto,Mes,Dia de la semana,num contactos esta campaña,num días último contacto,num contactos otras campañas,resultado campaña anterior,variación tasa empleo,euribor3m,contrata_fondos
271,43.0,services,married,basic.9y,no,no,no,telephone,jun,,17,999,0,nonexistent,14,4866,0
272,28.0,technician,married,basic.9y,no,yes,no,cellular,may,,1,999,1,failure,-18,1281,0
273,34.0,blue-collar,married,basic.9y,no,no,no,cellular,may,,1,999,0,nonexistent,-18,1344,0
274,32.0,services,married,,no,yes,no,telephone,jul,,2,999,0,nonexistent,14,4966,0
275,30.0,admin.,single,university.degree,no,yes,no,cellular,aug,,10,999,0,nonexistent,14,4964,0
276,45.0,admin.,divorced,university.degree,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4957,0
277,49.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,,1,999,0,nonexistent,11,4857,0
278,45.0,blue-collar,married,high.school,no,yes,no,telephone,may,,5,999,0,nonexistent,11,4855,0
279,56.0,technician,married,basic.9y,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4857,0
280,48.0,admin.,single,university.degree,no,yes,no,cellular,aug,,1,0,2,success,-17,9,1
281,42.0,unemployed,married,high.school,no,yes,no,cellular,nov,,2,999,0,nonexistent,-1,4153,0
282,51.0,management,married,university.degree,no,yes,yes,telephone,jun,,2,999,0,nonexistent,14,4865,0
283,54.0,blue-collar,married,basic.9y,no,no,no,cellular,jun,,2,999,0,nonexistent,-29,1268,1
284,40.0,admin.,married,university.degree,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4964,0
285,47.0,blue-collar,single,,no,yes,no,telephone,may,,1,999,0,nonexistent,11,486,0
286,29.0,technician,single,university.degree,no,no,no,cellular,aug,,6,999,0,nonexistent,14,4964,0
287,37.0,admin.,married,university.degree,no,yes,yes,cellular,jun,,2,999,0,nonexistent,-29,1266,1
288,35.0,technician,married,basic.9y,no,no,no,telephone,may,,1,999,0,nonexistent,11,4858,0
289,54.0,technician,married,professional.course,no,yes,no,cellular,nov,,2,999,0,nonexistent,-1,4153,0
290,45.0,unknown,married,university.degree,no,yes,no,cellular,may,,1,999,1,failure,-18,692,0
291,35.0,admin.,single,university.degree,no,yes,no,cellular,jul,,2,999,0,nonexistent,14,4963,0
292,37.0,blue-collar,married,professional.course,no,yes,no,cellular,may,,1,999,1,failure,-18,1244,0
293,38.0,management,married,basic.9y,no,yes,no,telephone,may,,1,999,0,nonexistent,11,4856,1
294,33.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,,2,999,0,nonexistent,11,4857,0
295,31.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,,2,999,0,nonexistent,14,4866,0
296,34.0,admin.,married,university.degree,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4855,0
297,51.0,blue-collar,divorced,high.school,no,no,no,cellular,may,,2,999,0,nonexistent,-18,1291,0
298,38.0,blue-collar,married,high.school,unknown,yes,no,cellular,may,,1,999,1,failure,-18,1334,0
299,25.0,admin.,single,,no,no,no,cellular,jul,,3,999,0,nonexistent,14,4968,0
300,35.0,technician,single,professional.course,no,yes,no,cellular,aug,,6,999,0,nonexistent,14,4964,0
301,55.0,self-employed,married,university.degree,no,yes,no,cellular,may,,2,999,0,nonexistent,-18,1264,0
302,37.0,admin.,married,high.school,unknown,yes,no,telephone,may,,1,999,0,nonexistent,11,4857,0
303,,technician,married,high.school,no,no,no,cellular,aug,,3,999,0,nonexistent,14,4964,0
304,36.0,services,married,high.school,no,unknown,unknown,telephone,may,,4,999,0,nonexistent,11,486,0
305,59.0,retired,married,basic.4y,unknown,yes,yes,telephone,may,,1,999,0,nonexistent,11,4857,0
306,37.0,blue-collar,married,,no,no,no,telephone,oct,,1,999,0,nonexistent,-34,73,0
307,74.0,retired,divorced,high.school,no,yes,yes,telephone,dec,,6,999,0,nonexistent,-3,715,0
308,44.0,technician,divorced,basic.9y,unknown,yes,yes,telephone,may,,2,999,0,nonexistent,11,4857,0
309,29.0,technician,single,professional.course,no,no,no,cellular,aug,,3,999,0,nonexistent,14,4965,0
310,32.0,services,married,basic.4y,no,yes,yes,cellular,nov,,1,999,0,nonexistent,-1,4191,0
311,45.0,services,divorced,basic.9y,no,yes,no,cellular,apr,,1,999,0,nonexistent,-18,1405,0
312,49.0,blue-collar,married,unknown,unknown,no,no,telephone,jun,,4,999,0,nonexistent,14,4864,0
313,25.0,services,single,unknown,no,no,no,telephone,jul,,4,999,0,nonexistent,14,4957,0
314,34.0,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,mon,2,999,0,nonexistent,14,496,0
315,37.0,technician,single,professional.course,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
316,48.0,technician,single,university.degree,unknown,yes,no,cellular,aug,,2,999,0,nonexistent,14,4963,0
317,,services,married,high.school,no,yes,no,telephone,aug,,2,999,0,nonexistent,14,4963,0
318,30.0,technician,single,professional.course,no,no,no,cellular,aug,,3,999,0,nonexistent,14,4966,0
319,57.0,retired,married,basic.9y,no,yes,no,cellular,aug,,4,999,0,nonexistent,14,4965,0
320,38.0,blue-collar,married,basic.4y,no,yes,no,cellular,nov,,2,999,0,nonexistent,-1,4191,0
321,31.0,blue-collar,single,high.school,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,412,0
322,40.0,technician,married,basic.9y,unknown,yes,no,telephone,jun,,2,999,0,nonexistent,14,4961,0
323,,services,married,high.school,no,yes,yes,telephone,may,,1,999,0,nonexistent,11,4857,0
324,33.0,management,single,university.degree,no,no,no,telephone,may,,1,999,0,nonexistent,11,4855,0
325,,admin.,single,university.degree,no,yes,no,cellular,sep,,2,6,3,success,-11,882,0
326,33.0,technician,married,professional.course,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4965,0
327,58.0,retired,married,basic.4y,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4961,0
328,30.0,self-employed,married,professional.course,no,yes,no,cellular,may,,5,999,0,nonexistent,-18,1291,0
329,42.0,self-employed,married,professional.course,unknown,no,no,cellular,may,,1,999,1,failure,-18,125,0
330,35.0,technician,divorced,basic.4y,no,no,no,cellular,nov,,1,999,0,nonexistent,-11,1035,1
331,41.0,housemaid,married,high.school,no,yes,no,cellular,jul,,4,999,0,nonexistent,14,4957,0
332,31.0,self-employed,single,university.degree,no,no,no,cellular,nov,,1,999,1,failure,-1,4021,0
333,40.0,admin.,married,high.school,no,no,no,telephone,may,,1,999,0,nonexistent,11,4856,0
334,80.0,retired,married,basic.4y,no,no,no,cellular,oct,,1,999,2,failure,-34,742,1
335,47.0,blue-collar,married,high.school,no,no,no,cellular,apr,,2,999,0,nonexistent,-18,1365,1
336,39.0,housemaid,married,basic.6y,no,yes,no,cellular,jul,,4,999,0,nonexistent,14,4957,0
337,30.0,technician,married,university.degree,no,no,no,cellular,aug,,2,999,0,nonexistent,14,4964,0
338,33.0,blue-collar,married,high.school,no,yes,no,telephone,may,,1,999,0,nonexistent,11,4856,0
339,50.0,management,married,,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4859,0
340,33.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1313,1
341,40.0,technician,married,,no,yes,yes,cellular,jul,,1,999,0,nonexistent,14,4962,0
342,40.0,retired,married,basic.4y,unknown,yes,no,cellular,jul,,2,999,0,nonexistent,14,4963,1
343,,blue-collar,married,basic.9y,no,yes,no,telephone,jun,,1,999,0,nonexistent,14,4967,0
344,23.0,management,single,university.degree,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4958,0
345,28.0,blue-collar,married,basic.9y,unknown,no,no,cellular,may,,2,999,1,failure,-18,1313,0
346,41.0,self-employed,married,basic.9y,no,yes,no,cellular,may,,3,999,1,failure,-18,1327,1
347,26.0,student,single,basic.9y,no,no,no,telephone,aug,,1,999,0,nonexistent,-29,879,1
348,45.0,admin.,married,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4965,0
349,28.0,admin.,single,university.degree,no,yes,no,cellular,oct,,1,6,2,success,-11,1032,0
350,32.0,technician,married,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4966,0
351,32.0,management,single,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
352,56.0,entrepreneur,divorced,university.degree,no,no,yes,telephone,jun,,1,999,0,nonexistent,14,4961,0
353,45.0,admin.,divorced,basic.9y,no,yes,no,cellular,nov,,9,999,0,nonexistent,-1,412,0
354,29.0,technician,divorced,professional.course,no,yes,no,telephone,jun,,19,999,0,nonexistent,14,4962,0
355,,technician,married,university.degree,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1244,0
356,37.0,blue-collar,married,basic.4y,no,yes,no,telephone,jun,,7,999,0,nonexistent,14,4959,0
357,51.0,technician,married,professional.course,no,no,no,cellular,nov,,1,999,0,nonexistent,-34,719,0
358,32.0,blue-collar,married,basic.6y,no,unknown,unknown,telephone,jun,,5,999,0,nonexistent,14,4864,0
359,36.0,blue-collar,married,basic.4y,no,no,no,cellular,may,,1,999,1,failure,-18,1291,0
360,,blue-collar,married,unknown,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4866,0
361,32.0,technician,married,,no,no,no,telephone,jun,thu,2,999,0,nonexistent,14,4866,0
362,51.0,technician,married,professional.course,no,no,yes,telephone,jun,,1,999,0,nonexistent,14,4865,0
363,,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,,1,999,0,nonexistent,14,4961,0
364,39.0,entrepreneur,married,university.degree,no,yes,no,cellular,sep,,3,999,0,nonexistent,-11,881,0
365,,blue-collar,married,basic.9y,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1327,0
366,32.0,technician,single,professional.course,no,yes,no,cellular,jul,,2,999,0,nonexistent,14,4968,0
367,35.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,,1,999,0,nonexistent,11,4858,0
368,41.0,technician,divorced,professional.course,no,unknown,unknown,telephone,oct,,1,999,0,nonexistent,-1,5,0
369,44.0,admin.,married,university.degree,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4856,0
370,34.0,management,married,university.degree,no,no,no,cellular,apr,,1,999,0,nonexistent,-18,1405,1
371,27.0,services,single,high.school,no,yes,no,telephone,may,,1,999,0,nonexistent,11,4857,0
372,51.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,,1,999,0,nonexistent,14,4962,0
373,42.0,admin.,married,university.degree,unknown,no,no,telephone,may,,4,999,0,nonexistent,11,4857,0
374,61.0,blue-collar,married,high.school,no,no,no,cellular,oct,,1,999,0,nonexistent,-34,724,0
375,48.0,unemployed,married,professional.course,no,yes,no,cellular,sep,,2,999,0,nonexistent,-11,879,1
376,54.0,entrepreneur,married,university.degree,no,yes,no,cellular,nov,,2,4,1,success,-1,412,0
377,35.0,admin.,single,high.school,no,yes,yes,telephone,may,,1,999,0,nonexistent,11,4858,0
378,48.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,,2,999,0,nonexistent,14,4965,0
379,23.0,technician,single,professional.course,no,yes,no,telephone,jul,,2,999,0,nonexistent,14,4966,0
380,33.0,blue-collar,married,basic.6y,no,no,no,telephone,may,,1,999,0,nonexistent,11,4857,1
381,30.0,admin.,married,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,14,497,0
382,,blue-collar,single,high.school,unknown,no,yes,cellular,may,,3,999,0,nonexistent,-18,1266,0
383,44.0,technician,single,professional.course,unknown,no,no,telephone,may,,6,999,0,nonexistent,11,4858,0
384,29.0,technician,single,university.degree,no,no,yes,telephone,jul,,7,999,0,nonexistent,14,4957,0
385,55.0,retired,married,high.school,no,yes,no,cellular,aug,,4,999,0,nonexistent,14,4965,0
386,24.0,blue-collar,single,basic.9y,unknown,no,no,telephone,jul,,1,999,0,nonexistent,14,4959,0
387,61.0,admin.,married,,no,yes,no,cellular,apr,,5,999,0,nonexistent,-18,1405,0
388,50.0,technician,married,basic.6y,unknown,no,no,cellular,may,,3,999,1,failure,-18,1291,0
389,,self-employed,single,university.degree,no,yes,no,cellular,apr,,2,999,1,failure,-18,1365,0
390,,housemaid,married,professional.course,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4964,0
391,48.0,unemployed,married,,no,yes,no,cellular,mar,,2,999,0,nonexistent,-18,646,0
392,57.0,retired,married,basic.9y,unknown,yes,no,cellular,aug,,6,999,0,nonexistent,14,4966,0
393,33.0,management,divorced,,no,yes,no,cellular,jun,,1,999,0,nonexistent,-29,126,0
394,40.0,housemaid,divorced,high.school,no,no,no,telephone,jun,,6,999,0,nonexistent,14,4864,1
395,30.0,self-employed,single,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,14,4963,0
396,34.0,self-employed,married,university.degree,no,no,no,cellular,oct,,1,5,3,failure,-34,74,1
397,,management,divorced,university.degree,no,yes,no,telephone,may,,3,999,0,nonexistent,11,4857,0
398,31.0,admin.,married,university.degree,no,no,no,cellular,apr,,1,999,0,nonexistent,-18,1479,0
399,31.0,technician,single,professional.course,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4968,1
400,53.0,unemployed,married,basic.9y,unknown,yes,no,cellular,may,,4,999,0,nonexistent,-18,1344,0
401,43.0,admin.,single,university.degree,no,yes,no,cellular,apr,,4,11,1,success,-18,1405,1
402,36.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1344,0
403,47.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,,4,999,0,nonexistent,14,4962,0
404,30.0,technician,married,university.degree,no,yes,yes,cellular,jul,,4,999,0,nonexistent,-17,87,1
405,31.0,self-employed,married,university.degree,no,yes,yes,cellular,nov,,1,999,1,failure,-1,4191,0
406,37.0,services,single,,no,no,no,cellular,may,,1,999,0,nonexistent,-18,1344,0
407,27.0,blue-collar,single,,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4961,1
408,46.0,admin.,married,high.school,no,no,no,telephone,jun,fri,2,999,0,nonexistent,14,4967,0
409,41.0,technician,married,basic.9y,no,yes,no,cellular,may,,1,999,1,failure,-18,1281,0
410,44.0,blue-collar,married,,no,no,no,telephone,jun,,4,999,0,nonexistent,14,4959,0
411,33.0,admin.,married,university.degree,no,yes,no,cellular,may,,2,999,0,nonexistent,-18,1327,0
412,58.0,blue-collar,divorced,basic.4y,no,no,no,cellular,aug,,1,999,0,nonexistent,-29,869,1
413,34.0,self-employed,married,university.degree,no,yes,no,cellular,nov,,5,999,0,nonexistent,-1,412,0
414,60.0,admin.,single,high.school,no,no,yes,telephone,may,,2,999,0,nonexistent,11,4856,0
415,29.0,blue-collar,married,basic.4y,no,no,yes,cellular,nov,,1,999,0,nonexistent,-1,412,0
416,26.0,admin.,single,high.school,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4866,0
417,31.0,services,single,high.school,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4856,0
418,36.0,services,married,university.degree,no,yes,no,cellular,nov,,3,999,0,nonexistent,-1,412,0
419,59.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,,2,999,0,nonexistent,14,4963,0
420,61.0,retired,married,university.degree,no,yes,no,cellular,apr,,1,999,0,nonexistent,-18,1423,1
421,30.0,technician,married,high.school,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
422,40.0,retired,married,professional.course,no,no,no,telephone,may,tue,1,999,0,nonexistent,11,4857,0
423,48.0,technician,married,high.school,no,no,no,telephone,may,,1,999,0,nonexistent,11,4857,0
424,47.0,services,single,high.school,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4961,0
425,32.0,technician,married,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4968,0
426,31.0,admin.,married,professional.course,unknown,yes,no,cellular,aug,,1,999,0,nonexistent,14,4966,0
427,,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,4,999,0,nonexistent,-18,1291,0
428,30.0,services,single,high.school,no,no,no,cellular,may,,2,999,0,nonexistent,-18,1344,0
429,49.0,management,married,university.degree,no,yes,no,cellular,apr,,1,999,0,nonexistent,-18,141,0
430,53.0,self-employed,married,university.degree,no,yes,no,cellular,nov,,4,999,0,nonexistent,-1,4021,0
431,33.0,admin.,married,high.school,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1313,0
432,46.0,services,married,high.school,unknown,yes,no,cellular,may,,1,999,1,failure,-18,125,0
433,45.0,admin.,married,high.school,no,yes,no,telephone,may,,1,999,0,nonexistent,11,486,1
434,31.0,technician,single,,unknown,yes,no,telephone,may,,7,999,0,nonexistent,11,4857,0
435,28.0,blue-collar,single,basic.9y,unknown,no,no,cellular,may,,3,999,0,nonexistent,-18,1334,0
436,29.0,admin.,single,university.degree,no,yes,yes,cellular,nov,,1,999,0,nonexistent,-1,4076,1
437,26.0,blue-collar,single,,no,yes,no,cellular,jul,,3,999,0,nonexistent,14,4961,0
438,20.0,student,single,,no,yes,no,cellular,apr,,4,999,0,nonexistent,-18,1498,1
439,42.0,services,married,high.school,no,yes,yes,cellular,may,,2,999,1,failure,-18,1281,0
440,,blue-collar,married,basic.9y,no,yes,no,cellular,nov,,1,999,0,nonexistent,-1,4076,0
441,56.0,entrepreneur,married,,unknown,no,yes,cellular,jul,,1,999,0,nonexistent,14,4961,0
442,43.0,housemaid,divorced,professional.course,no,no,yes,cellular,aug,,5,999,0,nonexistent,14,4964,0
443,44.0,management,married,high.school,unknown,no,yes,cellular,jul,,1,999,0,nonexistent,14,4962,0
444,30.0,admin.,married,high.school,no,yes,no,cellular,jul,,2,999,0,nonexistent,14,4957,0
445,31.0,admin.,single,university.degree,no,no,no,cellular,sep,,3,999,0,nonexistent,-34,803,0
446,53.0,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,1,999,1,failure,-1,4191,0
447,50.0,retired,married,,unknown,yes,no,telephone,may,thu,4,999,0,nonexistent,11,486,0
448,37.0,unemployed,married,university.degree,no,unknown,unknown,cellular,may,,1,999,0,nonexistent,-18,125,0
449,43.0,blue-collar,married,unknown,unknown,no,no,telephone,may,,6,999,0,nonexistent,11,4859,0
450,45.0,admin.,married,basic.9y,unknown,no,no,telephone,jun,,2,999,0,nonexistent,14,4959,1
451,29.0,admin.,divorced,,no,yes,no,cellular,jun,,3,999,0,nonexistent,-29,126,1
452,53.0,services,married,high.school,no,no,no,telephone,may,,1,999,0,nonexistent,11,4859,0
453,34.0,technician,married,university.degree,no,no,no,cellular,apr,,6,999,0,nonexistent,-18,1365,0
454,72.0,retired,married,high.school,no,no,no,cellular,nov,,1,999,0,nonexistent,-34,714,1
455,25.0,admin.,single,university.degree,no,yes,no,cellular,apr,,2,999,0,nonexistent,-18,1406,1
456,46.0,admin.,married,high.school,no,no,no,telephone,jun,,4,999,0,nonexistent,14,4959,0
457,39.0,admin.,single,high.school,no,no,no,cellular,jul,,6,999,0,nonexistent,14,4968,0
458,57.0,management,married,,no,yes,yes,cellular,nov,,1,999,1,failure,-1,4021,0
459,24.0,admin.,single,professional.course,no,yes,yes,telephone,jun,,1,999,0,nonexistent,14,4961,0
460,40.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,,1,999,0,nonexistent,-17,702,0
461,45.0,services,married,high.school,unknown,yes,no,telephone,may,,2,999,0,nonexistent,11,4856,0
462,33.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,,3,999,0,nonexistent,11,4857,0
463,34.0,blue-collar,married,,no,no,no,telephone,jun,,29,999,0,nonexistent,14,496,0
464,24.0,admin.,single,,no,no,no,cellular,jul,,1,14,1,success,-17,827,1
465,55.0,entrepreneur,divorced,basic.9y,no,no,no,cellular,dec,,7,999,0,nonexistent,-3,71,1
466,54.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,jul,,1,999,0,nonexistent,14,4955,0
467,32.0,technician,single,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4964,0
468,27.0,student,single,high.school,no,no,no,cellular,mar,,1,999,0,nonexistent,-18,653,1
469,45.0,management,married,university.degree,no,yes,yes,cellular,may,,3,999,0,nonexistent,-18,1327,0
470,47.0,services,divorced,basic.9y,unknown,no,no,cellular,jul,,1,999,0,nonexistent,14,496,0
471,29.0,services,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,11,4856,0
472,42.0,admin.,single,university.degree,unknown,yes,yes,cellular,jul,,1,999,0,nonexistent,14,4957,0
473,28.0,student,single,high.school,no,no,no,cellular,apr,,3,999,0,nonexistent,-18,1365,0
474,27.0,self-employed,single,university.degree,no,no,no,cellular,may,,2,999,0,nonexistent,-18,1266,0
